Ительменское слово,Русское слово
xamɬx сущ,топленый жир
ujiknen сущ,топливо
ʷɬiwumč сущ,тополь
ɬiwumčal сущ,топольник
ʷkasf сущ,топор
qaχqaχ сущ,топорище
səŋra- неп,топорощиться
anst'wat- неп,топтать
st'watsxen- п1,топтать
st'wate- п1,топтать
utxʔutx сущ,топь
ikumpʎikeʔn сущ,торбаза
panzatɬeʔn сущ,торбаза
sareʔn сущ,торбаза
ʷsfuʔn сущ,торбаза
fifsuʔn сущ,торбаза
pekeʔɲč сущ,торбаза детская
čkatɬeʔn сущ,торбаза летние
t'ozmaʔn сущ,торбазов головки
sχniŋ сущ,торбаса голенище
wiʎču- неп с. ,торговать
insxiʔɬ- неп,торговать
osxtel- неп,тормозить
xaʔrat- неп,тормозить
əɲčefi- п1,торопить
wajla- неп с. ,торопиться
čefi- неп,торопиться
makoʔɬes сущ,тоска
"kɬmako, kɬtejeŋeʔn нареч",тоскливо
makoʔɬ- неп,тосковать
tejeŋ- неп,тосковать
nu мест,тот
enu мест с. ,тот
aŋqansχlaχ прил,"тот, кто дурит"
əlʔerem сущ,"тот, кто ест одни глаза"
qnaŋ нареч,тотчас
qneŋ нареч с. ,тотчас
pnawŏm сущ,точило
wof сущ,точильный камень
pnawzo- п1,точить
činsi- п1,точить
čŋiɬ нареч,точно
wolwos- неп,тошнить
iʔlaket- неп,тошнота
suxoj прил,тощий
mənxč'al сущ,трава
ʷsisal ,трава
sis сущ,трава
eʔŋom сущ,трава пучка
č'anx сущ,трава сладкая
petowal сущ,трава старая
mənxč'al сущ,"трава, используемая для стелек"
koseʔɬ- неп,траву косить
zwosx сущ,травы вид
sxom сущ,травы вид
ʎepxe сущ,травяная корзина
č'ipsqel сущ,травяная корзинка
č'uneʔn сущ,травяная стелька
čzil- п1,тратить
čzil- неп,тратиться
əmptka- п2,трахнуть
nanqst'il сущ,требуха
č'imq'eʔn сущ,требуха
ilaq сущ,треска
xeqolank нареч,третьего дня
xekewex сущ,трехлетний лахтак
əmpkewex сущ,трехлетний лахтак
sawnom сущ,трехлетняя нерпа
nəqwlaʔɬ- неп с. ,трещать
xərkɬ- неп,трещать
čk'ɬ- неп,трещать
pxalpxal сущ,трещина
č'oq числ,три
sŋeza- п1,трогать
ənč'uwi- п1,трогать
təllat- п1,трогать руками
sč'el- неп,трогаться
Чʼolwarwan сущ,троица
ktχӑsčaχ сущ,тропинка
ɬalenom сущ,тропинка
trubeʔ сущ,труба
trubeʔɬ- неп,трубить
kansa сущ,трубка курительная
wetwet сущ,труд
pərwet'e- неп,трудиться
xekӑsq нареч,трудно
čskawel- неп,трудное положение
kӑzlaχ прил,трудныи
"wetatlan nap., сущ",трудящийся
kxteʔan сущ,трус
qejex сущ,трус
xte- неп,трусить
quwačχ сущ,трусы
činəpt'il сущ,тряпка
warnasχq сущ,тряпье
q'imtq' сущ,трясина
ənksqəl сущ,трясогузка
ɬentplezo- п1,трясти
ənxejwel- п1,трясти
xokoŋ нареч с. ,туда
χoke нареч,туда
jemalk сущ с. ,тундра
kuɬχ сущ,тундра
tolk'aʔɬnom сущ,тундра
uɲɲačχ сущ,тундровая птичка
k'ajmənzaq сущ,тундровая чайка
kuɬχʔin прил,тундровый
tilʂkur сущ,тупая стрела
wəlpu сущ,тупица
ʷisxemtlaχ прил,тупой
əza- неп,тускнеть
əmtx- неп,тускнеть
nuxqene нареч,тут
ŋuʔn нареч,тут
oŋq- неп,тухнуть
jajaŋ сущ,туча
uwik сущ,туша зверя
noʔŋqaʔɬ- неп,тушить
noʔŋqaʔɬ- п1,тушить
poj- п1,тушить
poje- неп,тушиться (еда)
tqalweɬim сущ,тушка зверя
tqalweɬim сущ,уже шкуркой
kəzza мест,ты
ʷkilwin мест,ты сам(а)
txɬ- п1,тыкать острым
kaliŋ сущ ю. ,тыльная сторона рукавицы
k'aač сущ с. ,тыльная сторона рукавицы
oč'aloʔ числ,тысяча
xiquwel сущ,тюлень трех лет
temnit͡saʔ сущ,тюрьма
tюrmaʔ сущ,тюрьма
qumislaχ прил,тягучий
xekӑsq нареч,тяжело
kasq нареч,"тяжело, трудно"
kӑzlaχ прил,тяжелый
kӑzwarwan сущ,тяжесть
kaskas сущ,тяжесть
k'ezu- п1,тянуть
txnetzo- неп,тянуть
txnetzo- п1,тянуть
txuŋ- неп ю. ,тянуть
txuŋ- п1 ю. ,тянуть
txuŋet- п1,тянуть
k'ezu- неп,"тянуть, тащить"
krweɬu- п1,убаюкивать ребенка
sxilla- неп,убегать
ɬme- неп,убивать
ɬəm- неп,убивать
ɬəm- п1,убивать
pako- п1,убивать
inəmtleʔɬ- неп,убирать
nəmt'l- п1,убирать
ubiraʔɬ- неп,убирать
əmt'm- п1,убирать
qoreɬmat- неп,убить оленя
k'ubiraʔan сущ,уборщица
eʔr- неп,убывать
iɬ- п1,уважать мэл
əltəla- п1,уважать мэл
ənpəlsaʔɬ- п1,увеличивать
nomqen le- неп,увеличиваться
pla- неп,увеличиваться
pəlse- неп,увеличиваться в объеме
slo- неп,увеличиваться в объеме
əʎčku- п1,увидеть
χaqarat- неп,увидеть дурной сон
int'q'ɬ- неп,увядать
ent'q'ɬat- неп,увядать
čin-čik сущ,угар
ŋačasq нареч,угарно
č'inč'ilaχ прил,угарный
namsa- п1,углублять
awaze- п2,уговаривать
ənkirwiɬxew- п1,уговаривать
ənkrweɬxet- п1,уговаривать
uwluč сущ,угол
zitɬx сущ,уголь
č'inč'i- неп,угорать
qanas сущ,угорь
kɬfəɲčke sk- п1,уготовить
qez- п2,угощать
ɬinčχam- п1,вкусным обедом
ɬinkansa- п1,папиросой
čχamɬ- неп,угощаться
čχamɬes сущ,угощение
əntɬŋa- п1,угрожать
anzwa- п1,удар направлять
əɲčqanəm сущ,удара место
nik'il- п1,ударить
uzil- п1,ударить
ənpuk'- п1,ударить
əntɬq- п1,ударить
əɲčqa- п1,ударить
əmptka- п2,ударить сильно
oč- неп,ударить чем-либо плоским
txɬnom сущ,ударов следы
uzilet- п1,ударять
əɲčqa- неп,ударять
ənlu- п1,удерживать
nəlkəʔleʔɬ- п1,удивлять
dewowa- п1,удивлять кого-либо
diwowaʔɬ- неп,удивляться
əlk'əl- неп,удивляться
ejaxo- неп,удить
niwls- п1,удлинить
niwlsiʔɬi- п1,удлинять
iwlsi- неп,удлиняться
ejaxonom сущ,удочка
ap'əŋlaχ прил,удушливый
sxezi- неп,уезжать
čisp сущ,ужас
xičispq нареч,ужасно
čisplaχ прил,ужасный
inki межд,уже
qaʔt нареч,уже
uʐine сущ,ужин
omtsx сущ,узел
sxolwanom сущ,узелок
ʷquɲʎaχ прил,узкий
č'niwlaχ прил,узкий
sxolwate- неп,узлом путататься
ɬinxpe- п1,узнавать
ɬinxpe- п2,узнавать
til- п2,хиӄ
χaq til- п2,узнавать характер
aŋaze- п2,узнать человек
aɲɬoʔɬknen сущ,указательный палец
til- п1,укалывать
t'ɬa- неп,укисать
filwilte- неп,укисать
nikumsalaʔɬ- п1,укорачивать немного
ikəmse- неп,укорачиваться
nikəms- п1,укоротить
nezoq'a- п1,укоротить
inəmtleʔɬ- неп,украшать
ɬinqӑmzaʔɲɬ- п1,украшать
waŋe- п1,украшать вышивкой
waŋeʔɬ- неп,украшать вышивкой
ejp- п1,укрывать
ensče- неп,укрываться одеялом
ensčet- неп,укрываться одеялом
pəl- п2,укусить
siŋ- неп,улетать
et'osčo- неп,улечься пище
ənjelqewu- п1,уложить кого-либо спать
ɬink'ol- неп,улыбаться
ɬŋizi- неп,улыбаться
nita сущ,ум
nmitqen сущ,умелец
nmitqen прил,умелый
nuʎuʔa- п1,уменьшать
oʎose- неп,уменьшаться
uʎuse- неп,уменьшаться
k'fs- неп,уменьшаться в объемах
xiq iɬ- п1,уметь
iza- неп,умирать
isx- неп,умирать
izat- неп,умирать несколько раз
itqlaʔaj сущ,умирающая рыба
ntitiŋsq нареч,умно
k'nitaʔin сущ,умный
ntitilaχ прил,умный
xamomʔalwaŋ сущ,умный человек
nmitqen сущ,умный человек знающий все
iɬčet- неп,умолкать
eɬčalat- неп,умолкать
ʷt'ɬa- п1,умывать
ʷt'ɬazo- п1,умывать
ʷt'ɬa- неп,умываться
ʷt'ɬazo- неп,умываться
ʷt'ɬazot- неп,умываться
tiŋ- п1,уносить
teʔɬet- п1,уносить
tejweŋlaχ прил,унылый
sč'aʔŋa- неп,упасть
tsӑl- неп,упасть
kjep- неп,упираться
kjep- неп,что-л. сдвигать
sŋi- неп,управляться с делами
ənsŋe- п1,управляться с чем-либо
ɬwa- неп,управляться своими силами
ilk'est- неп,упрямиться
kɬčila- неп,упрямиться
kɬčilki iɬ- п1,упрямиться
kɬčel- неп,упрямиться
kɬčilaχ прил,упрямый
əntɬki- п1,уронить
ənq'efseʔɬ- п1,усиливать
q'efse- неп,усиливаться
qep- неп,усиливаться ветру
ilfs- неп,услышать
ilfs- п1,услышать
pəɬč'el- неп,успевать
niɬči- п1,успокаивать
niɬčeʔɬ- неп,успокаивать
niɬčeʔɬ- неп,успокоительно действовать
ʷqeʔni- неп,уставать
urat- неп с. ,уставать
enxp- неп,уставиться
efufe межд,устал
