Русское слово,Ительменское слово,Часть речи
стричь п1;,әнми-; әнмит-,п1
строгать п1;,ԓкʼл-; ԓкʼлэт-,п1
строение,мавтанŏӈ,сущ
строить дом,ԓтароӈ-,неп
строить себе дом,ԓэвзи-,неп
строиться неп;,ԓэвзи-; тэкэй-,неп
стропило,ӄэсп,сущ
стругать,фэкʼэ-,п1
стряпать,кукэ-,неп
студень,филкʼфилкʼэчӽ,сущ
стукаться,итԓӄэсхэн-,неп
стул сущ; сущ;,ԓавәлном; ԓаном,
ступать,анстʼволзо-,неп
ступать ногой,анстʼвол-,неп
ступенька,эмэнэӈ,сущ
ступенька лестницы,аманәм,сущ
стучать неп; неп; неп;,покʼԓ-; покʼокʼа-; стукаԓ-; әнхэрвэрвэ-,п1
стыдить,әнскозова-,п1
стыдиться,кскозоʔԓ-,неп
стыдливый,кскозолаӽ,прил
сугроб,эʔлэ,сущ
судить,ӄэӄчʼоʔԓ-,п1
судья,анӄэӄчʼоʔԓкаԓӽ,сущ
суетиться,сойэтэʔԓ-,неп
сужать,әнӄуњӈ-,п1
сужаться,ӄуњсэ-,неп
сук сущ;,сӈак; чʼәнӄ,сущ
сука,ӈиӄсӽ,сущ
суксук,суӄсуӄ,сущ
сумка сущ;,маскʼэл; сэрванŏӈ,сущ
сунуть куда-то наскоро,намзӈа-,п1
суп,иԓӄ,сущ
суп есть,иԓӄэ-,неп
суровый,кʼанхтʼԓӈаʔԓʔан,прил
сустав лоплоп сущ;,љопачӽ,сущ
сухая рыбья головка,лэкʼул,сущ
сухо,кʼисхӄ,нареч
сухое место,кʼэсхкʼэсх,сущ
сухое рыбье мясо,тӽисум,сущ
сухожилие,ситԓ,сущ
сухой,кʼизвилаӽ,прил
сухой паек,сисхэӈэч,сущ
сучить жильные нитки,сӽэтԓэʔԓ-,неп
сучок,чʼәнӄʼ,сущ
сушилка,итэвом,сущ
сушить неп; п1;,ныкʼизви-; әнкʼизви-; әнкʼизвит-,п1
существовать ит- неп;,иткэʔԓ-,неп
сходить,әнхԓк-,неп
сходить (и вернуться),инхԓ-,неп
сходить и вернуться,әнхԓк-,неп
сходить с ума,дьэковаʔԓ-,неп
счастливый,ӄэчилаӽ,прил
считать неп;,ањԓнэʔԓ-; ԓны-,п1
и ягоды,мэԓӄэв,сущ
съедобный корень сущ;,ӽуʔӈунуӈ; әск,сущ
съеживаться неп; неп;,кʼфс-; пэӄсэ-; пэсчкԓ-,неп
съездить,әлʔэ-,п2
сынишчонка,пʼэʔай,сущ
сыпать инс- п1;,нэпэӈэʔԓ-,неп
сыпаться неп;,чхиӈ-; чӽэӈи-,неп
сыреть,чкʼэчкʼэтэ-,неп
сыро,чӄаӄ,
сырое место сущ;,чкʼэмт; чкʼэчкʼ,сущ
сырой,чӄлаӽ,прил
сырой жир,хамԓх,сущ
сырой жир морского зверя,ӄәлкʼ,сущ
сырость,чкʼэчкʼ,сущ
сытно есть,чӽамԓ-,неп
сытый,кʼӈэйукнэн,
сюда вотк с.; с.;,воткоӈ; ткэ,"нареч, нареч"
табак сущ; тавак,ӈичк,
таз,аӈаӈч,сущ
тайком нареч;,амэԓаӈ; фињвэ,
нареч;,хиʔнэрэ,нареч
тайна,амэԓас,сущ
тайный,амэԓаӈлаӽ,прил
так вонк с.; нареч;,нвонкэ; ӈонкэ,нареч
так как союз; предл,йаәм; пәл,
также лэм нареч;,ӈонкэ,нареч
таким образом,нвонкэ,нареч
такой,хэйнӈин,прил
талия,сэтзаном,сущ
тальник сущ; сущ;,чʼаал; чʼэвал,
те,нвэʔн,мест
тебе,кнанкэ,мест
тебя,кәзза,мест
теленок сущ;,ӄэйуч; ӄэӈучӽ,сущ
тело сущ; увик сущ;,килвиԓӽ; увикэчӽ,сущ
телятина,ӄэӈутԓ,сущ
темечко,фиԓкʼэчӽ,сущ
темно,тхунӄ,нареч
темный,тхунлаӽ,прил
темя,ктхэԓхән,сущ
тень,фэтʼԓфэтʼԓ,сущ
теперь,нэʔн,нареч
тепло нареч;,омӄ; омʔом,сущ
теплое место,омʔом,сущ
тёплый,омлаӽ,прил
тереть тозазо- п1;,тозазоʔԓ-,неп
тщательно,тозазоʔԓ-,неп
терпеть п1;,тэрпэт; иԓ-; члаʔна-,
п1;,чʼлаʔ-,п1
терпкий прил;,икʼсхулаӽ; кстʼлаӽ; чʼэчʼэм,"прил, сущ"
терять п1; неп;,мэчʼ-; ныкԓфаʔԓ-,
там нареч; нареч;,ӽи; ӽоӄэн; ӽу,нареч
танцевать,истэл-,неп
таращиться п1;,әнслы-; әнслы-,"п1, п1"
тарелка,торэлкаʔ,сущ
таскать кого-либо за волосы,кʼэмматзо-,п2
тащить п1; стат- п1; стыл-,кʼэзу-,
п1;,тхуӈ-,п1
твёрдо,ктаӄ,нареч
твёрдый,ктлаӽ; тозаʔԓ-,"прил, неп"
теснина,ӄуњӄуњ,сущ
тесниться,ӄунстэл-,неп
тесно,˚ӄуњӄ,нареч
тесное место,ӄуњӄуњ,сущ
теснота,ӄуњӄуњ,сущ
тесный,˚ӄуњљаӽ,прил
тесть,исхэʔсх,сущ
тётя,ԓисх,сущ
течь быстро,фсэʔԓ-,неп
теща,лаӽсӽэʔсх,сущ
тихий,исэӈлаӽ,прил
тихо нареч;,исэӈӄ; тэлвэчӄ,нареч
ткань,чинәп,сущ
то мест; эну,нвэч,
товарищ,ипԓӽ,сущ
тогда,схлэ,союз
тоже союз; лэм,ӄуных,
толкать п1; п1; п1;,тнхэн-; тныԓ-; тныԓ-; тныԓэт-,п1
толкаться неп; неп;,интныʔԓ-; интнэсхэн-; ӄэпԓко-,п1
толкаться шестами,иʔлэвэнтэ-,неп
толкуша сущ;,˚ӄэпх; чʼрутх,сущ
ительменской кухни),силӄсилӄ,сущ
толкушу делать,силӄэʔԓ-,неп
толкушу есть,сэлӄэ-,неп
толокно,толокноʔ,сущ
толочь тала- п1; п1;,тӽэл-,
толпа,чʼамзанласӽӄ,сущ
жердь,ӄатолаӽ,сущ
толстеть лэ- неп;,номӄэн,
толстый прил;,ӄозлаӽ; номӄэн,
прил; толстой прил;,ӽотлаӽ,прил
только простой нареч; част;,тоԓка,
томительный,ӄумислаӽ,прил
томиться неп;,ӄумиси-; чэӄсхэ-,неп
тонкий прил;,кчоњљаӽ; кчоӈљаӽ,
прил с.;,ољвэљаӽ,прил
тонким становиться,кчоњсэ-,неп
тонко,кчоњӄ,нареч
тонуть,кԓа-,неп
тоньше сделать,әнкчоњӈа-,п1
топить ойэлат- неп; уйи- неп; п1; п1;,әнкԓа-; әнкԓаԓ-; әњчкԓэт-,п1
топкий,филкʼлаӽ,прил
топко,утхӄ,нареч
топкое место,утхʔутх,сущ
топкое место на тундре,филкʼфилкʼ,сущ
топленый жир,хамԓх,сущ
топливо,уйикнэн,сущ
тополь,˚ԓивумч,сущ
топольник,ԓивумчал,сущ
топор,˚касф,сущ
топорище,ӄаӽӄаӽ,сущ
топорощиться,сәӈра-,неп
топтать неп; п1;,анстʼват-; стʼватсхэн-; стʼватэ-,п1
топь,утхʔутх,сущ
торбаза сущ; сущ; сущ; сущ;,икумпљикэʔн; панзатԓэʔн; сарэʔн; ˚сфуʔн; фифсуʔн,сущ
торбаза детская,пэкэʔњч,сущ
торбаза летние,чкатԓэʔн,сущ
торбазов головки,тʼозмаʔн,сущ
торбаса голенище,сӽныӈ,сущ
торговать с.;,виљчу-; инсхиʔԓ-,"неп, неп"
торговец,инсхэʔԓкиԓӽ,
тормозить неп;,осхтэл-; хаʔрат-,неп
торопить,әњчэфи-,п1
торопиться вайла- с.;,чэфи-,неп
торопливо,чэфэки,
тоска,макоʔԓэс,сущ
тоскливо,"кԓмако,; кԓтэйэӈэʔн",нареч
тосковать неп;,макоʔԓ-; тэйэӈ-,неп
"тот, кто дурит",аӈӄансӽлаӽ,прил
"тот, кто ест одни глаза",әлʔэрэм,сущ
тотчас нареч;,ӄнаӈ; ӄнэӈ,нареч
точило,пнавŏм,сущ
точно,чӈиԓ,нареч
тошнота,иʔлакэт-,неп
трава сущ;,мәнхчʼал; ˚сисал;,
трава пучка,эʔӈом,сущ
трава сладкая,чʼанх,сущ
трава старая,пэтовал,сущ
"трава, используемая для стелек",мәнхчʼал,сущ
траву косить,косэʔԓ-,неп
травяная корзина,љэпхэ,сущ
травяная корзинка,чʼипсӄэл,сущ
травяная стелька,чʼунэʔн,сущ
трахнуть,әмптка-,п2
требуха сущ;,нанӄстʼил; чʼимӄʼэʔн,сущ
треска,илаӄ,сущ
третий,чʼоланаӈ,
третьего дня,хэӄоланк,нареч
трехлетний лахтак сущ;,хэкэвэх; әмпкэвэх,сущ
трещать с.;,нәӄвлаʔԓ-; хәркԓ-,неп
неп;,чкʼԓ-,неп
три числ,чʼоӄ,
трижды,чʼол,
трогать п1;,сӈэза-; әнчʼуви-,п1
трогать руками,тәллат-,п1
трогаться,счʼэл-,неп
троица,Чʼолварван,сущ
тропинка сущ;,ктӽӑсчаӽ; ԓалэном,сущ
труба,трубэʔ,сущ
трубить,трубэʔԓ-,неп
труд,вэтвэт,сущ
трудиться,пәрвэтʼэ-,неп
трудно,хэкӑсӄ,нареч
трудное положение,чскавэл-,неп
трудныи,кӑзлаӽ,прил
"трудящийся нап.,",вэтатлан,сущ
трус сущ;,кхтэʔан; ӄэйэх,сущ
трусы,ӄувачӽ,сущ
тряпка,чинәптʼил,сущ
тряпье,варнасӽӄ,сущ
трясина,ӄʼимтӄʼ,сущ
трясогузка,әнксӄәл,сущ
трясти п1;,ԓэнтплэзо-; әнхэйвэл-,п1
туда с.;,хокоӈ; ӽокэ,"нареч, нареч"
тундра йэмалк с.; сущ;,куԓӽ; толкʼаʔԓном,сущ
тундровая птичка,уњњачӽ,сущ
тундровая чайка,кʼаймәнзаӄ,сущ
тундровый,куԓӽʔин,прил
тупица,вәлпу,сущ
тупой,˚исхэмтлаӽ,прил
тускнеть неп;,әза-; әмтх-,неп
тут нареч;,нухӄэнэ; ӈуʔн,нареч
тухнуть,оӈӄ-,неп
туча,йайаӈ,сущ
тушить неп;,ноʔӈӄаʔԓ-; ноʔӈӄаʔԓ-,
тушка зверя,тӄалвэԓим,сущ
уже шкуркой,тӄалвэԓим,сущ
ты,кәзза,мест
ты сам(а),˚килвин,мест
тыкать острым,тхԓ-,п1
тыльная сторона рукавицы ю.;,калыӈ; кʼаач,"сущ, сущ"
тысяча числ,очʼалоʔ,
тюлень трех лет,хиӄувэл,сущ
тюрьма сущ;,тэмницаʔ; тюрмаʔ,сущ
тягучий,ӄумислаӽ,прил
тяжело,хэкӑсӄ,нареч
"тяжело, трудно",касӄ,нареч
тяжелый,кӑзлаӽ,прил
тяжесть сущ;,кӑзварван,
тянуть п1; неп; п1; ю.;,кʼэзу-; тхнэтзо-; тхнэтзо-; тхуӈ-; тхуӈ-,"неп, неп"
п1 ю.;,тхуӈэт-,п1
"тянуть, тащить",кʼэзу-,неп
убаюкивать ребенка,крвэԓу-,п1
убивать неп; неп;,ԓмэ-; ԓәм-; ԓәм-,
убирать неп;,инәмтлэʔԓ-; нәмтʼл-,
п1; неп;,убираʔԓ-; әмтʼм-,п1
убить оленя,ӄорэԓмат-,неп
уборщица,кʼубираʔан,сущ
убывать,эʔр-,неп
уважаемый мэл,алваӈ,
уважать мэл п1;,иԓ-; әлтәла-,п1
увеличивать,әнпәлсаʔԓ-,п1
увеличиваться лэ- неп;,номӄэн,
увеличиваться в объеме,пәлсэ-,
увидеть,әљчку-,п1
увидеть дурной сон,ӽаӄарат-,неп
увядать неп;,интʼӄʼԓ-; энтʼӄʼԓат-,неп
угарно,ӈачасӄ,нареч
угарный,чʼинчʼилаӽ,прил
уговаривать п2; п1;,авазэ-; әнкирвиԓхэв-; әнкрвэԓхэт-,п1
уголь,зитԓх,сущ
угорать,чʼинчʼи-,неп
угорь,ӄанас,сущ
уготовить ск-,кԓфәњчкэ,
угощать,ӄэз-,п2
