russian,itelmen,part of speech
стариться,wэqatэ- неп с.; txlotэ- неп; tχloŋ lэ- неп; χэqatэ- неп,multiple translations
староста,starostaʔ,сущ
старуха,бaбučχ сущ; txlom сущ,multiple translations
старушка,txločχ,сущ
старшая сестра,ɲaɲa,сущ
старший,kɬfəɲčʔan прил; starsoj прил,multiple translations
старший брат,aʎa,сущ
сестре,aʎa,сущ
старый,it'эnowan прил с.; it'эʔan прил с.; kpэtsaknan прил; qaʔt'anan прил; staroj прил; utxlaχ прил,multiple translations
старый (пожилой) мужчина,kχэqatэknэn,сущ
старый (пожилой) человек,mэtxlaχ,сущ
старый большой лахтак,qlэqaməŋ,сущ
старый гусь,χэqsas,сущ
старый дом,kistaj,сущ
старый медведь,эɬэwjuq,сущ
"старый, заброшенный дом",kistaqol,сущ
старьё,warnasχq,сущ
ствол,uʔ,сущ
стебель,upsχ,сущ
стебля кипрея часть,konsx,сущ
стегать,tpəll- п1; č'aptk'ol- п1; č'aptk'olsxэn- п1,multiple translations
стекло,stэkloʔ,сущ
стеклянный,stэklaʔan,прил
стелить постель,aɲts- неп; aɲts- п1; stiʔɬ- п1,multiple translations
стелить(ся),stiʔɬ-,неп
стелиться,aɲts-,неп
стелька,stэʔnŏŋ,сущ
стелька из травы,č'unэʔn,сущ
русско-ительменский индекс,č'onэʔɬ-,неп
ных горбылей тонких жердей,utχzuʔnэʔn,сущ
стеречь,inэnju- неп; ŋiti- п1,multiple translations
стеснительный,kskozolaχ,прил
стесняться,kskozoʔɬ- неп; ŋэskla- неп с.; toŋrэpɬ- неп; tormaʔɬ- неп,multiple translations
стирать,inləməɬ- неп; stiraʔɬ- неп,multiple translations
сто,tuʔus,числ
столб,upэw сущ; xqoč сущ,multiple translations
столовая,nowaʔɬnom сущ; nuknэn kist сущ,multiple translations
стонать,эŋalэlэt-,неп
сторож,k'anxčoʔɬʔan,сущ
сторожить,inju- п1; injusxэn- п1,multiple translations
сторона,ʷkasoŋ,сущ
стоянка,onmэnom,сущ
стоять,tχzu-,неп
стоять прочно,tχzoʔŋэ-,неп
стоячий баран юрты,krakwa,сущ
страдание от голода,čэqsxэs,сущ
страдать,čэqsxэ- неп; čэqsxэzo- неп,multiple translations
страдать душевно,nitasxэn-,неп
страна,səmt,сущ
страшно,ʷkɬijaki,нареч
страшный,ʷijakilaχ,прил
стрел,apɨlжakan,сущ
стрела,kaɬf сущ с.; kaɬx сущ,multiple translations
стрела тупая,tilшkur,сущ
стрелы делать,kaɬxɬ-,неп
стрелять,ɬot- неп; ɬot- п1; ɬotzo- неп; ɬotzo- п1,multiple translations
стремиться,fsэʔɬ-,неп
стриж,atk'aʎačχ сущ; koɬxančik сущ,multiple translations
стричь,ənmi- п1; ənmit- п1,multiple translations
стричься,im-,неп
строгать,ɬk'l- п1; ɬk'lэt- п1,multiple translations
строение,mawtanŏŋ,сущ
строить,sk-,п1
строить дом,ɬtaroŋ-,неп
строить себе дом,ɬэwzi-,неп
строиться,ɬэwzi- неп; tэkэj- неп,multiple translations
стропило,qэsp,сущ
стругать,fэk'э-,п1
стряпать,kukэ-,неп
стряпать в большом количестве,kokazo-,неп
студень,filk'filk'эčχ,сущ
стукаться,itɬqэsxэn-,неп
стул,ɬawəlnom сущ; ɬanom сущ; stul сущ,multiple translations
ступать,anst'wolzo-,неп
ступать ногой,anst'wol-,неп
ступенька,эmэnэŋ,сущ
ступенька лестницы,amanəm,сущ
стучать,pok'ɬ- неп; pok'ok'a- неп; stukaɬ- неп; ənxэrwэrwэ- п1,multiple translations
стучаться,xirwirwi-,неп
стыдить,ənskozowa-,п1
стыдиться,kskozoʔɬ-,неп
стыдливый,kskozolaχ,прил
стыдно,kskozo,межд
сугроб,эʔlэ,сущ
судить,qэqč'oʔɬ-,п1
судья,anqэqč'oʔɬkaɬχ,сущ
суетиться,sojэtэʔɬ-,неп
сужать,ənquɲŋ-,п1
сужаться,quɲsэ-,неп
сук,sŋak сущ; č'ənq сущ,multiple translations
сука,ŋiqsχ,сущ
суксук,suqsuq,сущ
сумка,mask'эl сущ; sэrwanŏŋ сущ,multiple translations
сумка для рукоделия,trudunuska,сущ
сунуть куда-то наскоро,namzŋa-,п1
суп,iɬq,сущ
суп есть,iɬqэ-,неп
суровый,k'anxt'ɬŋaʔɬʔan,прил
сустав,loplop сущ; ʎopačχ сущ,multiple translations
сустав вправлять,anzwa-,п1
сухая рыбья головка,lэk'ul,сущ
сухо,k'isxq,нареч
сухое место,k'эsxk'эsx,сущ
сухое рыбье мясо,tχisum,сущ
сухожилие,sitɬ,сущ
сухой,k'izwilaχ,прил
сухой паек,sisxэŋэč,сущ
сучить жильные нитки,sχэtɬэʔɬ-,неп
сучок,č'ənq',сущ
сушилка,itэwom,сущ
сушить,nik'izwi- неп; ənk'izwi- п1; ənk'izwit- п1,multiple translations
существовать,it- неп; itkэʔɬ- неп,multiple translations
сходить,ənxɬk-,неп
сходить (и вернуться),inxɬ-,неп
сходить и вернуться,ənxɬk-,неп
сходить с ума,d'эkowaʔɬ-,неп
счастливый,qэčilaχ,прил
считать,aɲɬnэʔɬ- неп; ɬni- п1,multiple translations
и ягоды,mэɬqэw,сущ
съедобный корень,χuʔŋunuŋ сущ; əsk сущ,multiple translations
съеживаться,k'fs- неп; pэqsэ- неп; pэsčkɬ- неп,multiple translations
съездить,əlʔэ-,п2
сынишчонка,p'эʔaj,сущ
сыпать,ins- п1; nэpэŋэʔɬ- неп,multiple translations
сыпаться,čxiŋ- неп; čχэŋi- неп,multiple translations
сыпь,эsx,сущ
сыпью покрываться,эsxti-,неп
сыреть,čk'эčk'эtэ-,неп
сырое место,čk'эmt сущ; čk'эčk' сущ,multiple translations
сырой,čqlaχ,прил
сырой жир,xamɬx,сущ
сырой жир морского зверя,qəlk',сущ
сырость,čk'эčk',сущ
сытно есть,čχamɬ-,неп
сюда,wotk нареч с.; wotkoŋ нареч с.; tkэ нареч,multiple translations
табак,ŋičk сущ; tawak сущ,multiple translations
табак жевательный,proska,сущ
табак жевать,tawako-,неп
таз,aŋaŋč,сущ
тайком,amэɬaŋ нареч; fiɲwэ нареч; xiʔnэrэ нареч,multiple translations
тайна,amэɬas,сущ
тайный,amэɬaŋlaχ,прил
так,wonk нареч с.; nwonkэ нареч; ŋonkэ нареч,multiple translations
так как,jaəm союз; pəl предл,multiple translations
также,lэm нареч; ŋonkэ нареч,multiple translations
таким образом,nwonkэ,нареч
такой,xэjnŋin,прил
талия,sэtzanom,сущ
тальник,č'aal сущ; č'эwal сущ;,multiple translations
твой,knin,мест
те,nwэʔn,мест
тебе,knankэ,мест
тебя,kəzza,мест
теленок,qэjuč сущ; qэŋučχ сущ,multiple translations
телиться;,awzat-,неп
тело,kilwiɬχ сущ; uwik сущ; uwikэčχ сущ,multiple translations
телятина,qэŋutɬ,сущ
темечко,fiɬk'эčχ,сущ
темнеть,txun-,неп
темно,txunq,нареч
темнота,txuntxun,сущ
темный,txunlaχ,прил
темя,ktxэɬxən,сущ
тень,fэt'ɬfэt'ɬ,сущ
теперь,nэʔn,нареч
теплеть,omsa-,неп
тепло,omq нареч; omʔom сущ,multiple translations
теплое место,omʔom,сущ
тёплый,omlaχ,прил
тереть,tozazo- п1; tozazoʔɬ- неп,multiple translations
тщательно,tozazoʔɬ-,неп
терпеть тэрпэт,iɬ- п1; člaʔna- п1; č'laʔ- п1,multiple translations
терпкий,ik'sxulaχ прил; kst'laχ прил č'эč'эm сущ,multiple translations
терять,mэč'- п1; nikɬfaʔɬ- неп;,multiple translations
тальниковый лес,lilum,сущ
там,χi нареч; χoqэn нареч; χu нареч,multiple translations
танцевать,istэl-,неп
таращиться,ənsli- п1; ənsli- п1,multiple translations
тарелка,torэlkaʔ,сущ
таскать кого-либо за волосы,k'эmmatzo-,п2
тащить,k'эzu- п1; stat- п1; stil- п1; txuŋ- п1 ю.,multiple translations
таять,čo-,неп
твёрдо,ktaq,нареч
твёрдый,ktlaχ tozaʔɬ-,прил
терять сознание,tpla-,неп
теснина,quɲquɲ,сущ
тесниться,qunstэl-,неп
тесно,ʷquɲq,нареч
тесное место,quɲquɲ,сущ
теснота,quɲquɲ,сущ
тесный,ʷquɲʎaχ,прил
тесть,isxэʔsx,сущ
тетива,siw,сущ
тётя,ɬisx,сущ
течь,wi- неп с.; fs- неп,multiple translations
течь быстро,fsэʔɬ-,неп
течь сильно,fsist-,неп
теща,laχsχэʔsx,сущ
Тигиль,Сamzat,собств
Тигильская река,Йikiw,собств
Тигильская сопка,Тsallan,собств
тихий,isэŋlaχ,прил
тихо,isэŋq нареч; tэlwэčq нареч,multiple translations
ткань,činəp,сущ
ткань сдваивать,pkat-,п1
то,nwэč мест; эnu мест с.,multiple translations
товарищ,ipɬχ,сущ
тогда,sxlэ,союз
тоже,qunix союз; lэm нареч,multiple translations
толкать,tnxэn- п1; tniɬ- п1; tniɬ- п1; tniɬэt- п1,multiple translations
толкаться,intniʔɬ- неп; intnэsxэn- неп; qэpɬko- п1,multiple translations
толкаться шестами,iʔlэwэntэ-,неп
толкуша,ʷqэpx сущ; č'rutx сущ,multiple translations
ительменской кухни),silqsilq,сущ
толкушу делать,silqэʔɬ-,неп
толкушу есть,sэlqэ-,неп
толокно,toloknoʔ,сущ
толочь,tala- п1; tχэl- п1; эnatala- неп с.,multiple translations
толпа,č'amzanlasχq,сущ
жердь,qatolaχ,сущ
толстеть,nomqэn lэ- неп; tirwit- неп,multiple translations
толстый,qozlaχ прил; nomqэn прил; tolstoj прил; χotlaχ прил,multiple translations
только,prostoj нареч; toɬka част; эm нареч,multiple translations
только что,ins нареч; ifa нареч,multiple translations
томительный,qumislaχ,прил
томиться,qumisi- неп; čэqsxэ- неп,multiple translations
тонкий,kčoɲʎaχ прил; kčoŋʎaχ прил с.; oʎwэʎaχ прил,multiple translations
тонким становиться,kčoɲsэ-,неп
тонко,kčoɲq,нареч
тонуть,kɬa-,неп
тоньше сделать,ənkčoɲŋa-,п1
топить,ojэlat- неп; uji- неп; ənkɬa- п1; ənkɬaɬ- п1; əɲčkɬэt- п1,multiple translations
топкий,filk'laχ,прил
топко,utxq,нареч
топкое место,utxʔutx,сущ
топкое место на тундре,filk'filk',сущ
топленый жир,xamɬx,сущ
топливо,ujiknэn,сущ
тополь,ʷɬiwumč,сущ
топольник,ɬiwumčal,сущ
топор,ʷkasf,сущ
топорище,qaχqaχ,сущ
топорощиться,səŋra-,неп
топтать,anst'wat- неп; st'watsxэn- п1; st'watэ- п1,multiple translations
топь,utxʔutx,сущ
торбаза,ikumpʎikэʔn сущ; panzatɬэʔn сущ; sarэʔn сущ; ʷsfuʔn сущ; fifsuʔn сущ,multiple translations
торбаза детская,pэkэʔɲč,сущ
торбаза летние,čkatɬэʔn,сущ
торбазов головки,t'ozmaʔn,сущ
торбаса голенище,sχniŋ,сущ
торговать,wiʎču- неп с.; insxiʔɬ- неп,multiple translations
тормозить,osxtэl- неп; xaʔrat- неп,multiple translations
торопить,əɲčэfi-,п1
торопиться,wajla- неп с.; čэfi- неп,multiple translations
тоска,makoʔɬэs,сущ
тоскливо,"kɬmako, kɬtэjэŋэʔn",нареч
тосковать,makoʔɬ- неп; tэjэŋ- неп,multiple translations
тот,nu мест; эnu мест с.,multiple translations
"тот, кто дурит",aŋqansχlaχ,прил
"тот, кто ест одни глаза",əlʔэrэm,сущ
тотчас,qnaŋ нареч; qnэŋ нареч с.,multiple translations
точило,pnawŏm,сущ
точильный камень,wof,сущ
точить,pnawzo- п1; činsi- п1,multiple translations
точно,čŋiɬ,нареч
тошнить,wolwos-,неп
тошнота,iʔlakэt-,неп
тощий,suxoj,прил
трава,mənxč'al сущ; ʷsisal; sis сущ,multiple translations
трава пучка,эʔŋom,сущ
трава сладкая,č'anx,сущ
трава старая,pэtowal,сущ
"трава, используемая для стелек",mənxč'al,сущ
траву косить,kosэʔɬ-,неп
травы вид,zwosx сущ; sxom сущ,multiple translations
травяная корзина,ʎэpxэ,сущ
травяная корзинка,č'ipsqэl,сущ
